"","Date","Header"
"1380",2019-07-23,"Apple to Release Three ‘iPhone 11’ Models in September: 9to5mac"
"1381",2019-07-23,"Millennials Drive Popularity of Cash Back Credit Cards
About half of Americans have a credit card that pays them back, a new study finds."
"1382",2019-07-24,"Apple Seeks Mac Pro Parts Tariff Exclusion After Move to China"
"1383",2019-07-24,"*DOJ TO OPEN BROAD ANTITRUST REVIEW OF TECH COMPANIES: DJ
Related tickers:
AAPL US (Apple Inc)
AMZN US (Amazon.com Inc)
FB US (Facebook Inc)
GOOGL US (Alphabet Inc)"
"1384",2019-07-25,"Apple Suppliers See Demand for New IPhones Stabilizing This Year"
"1385",2019-07-25,"Hynix Plans to Rein in Chip Output in 2020 After Profit Misses"
"1386",2019-07-26,"Apple, Goldman’s Unlikely Credit Card Collaboration Nears Launch"
"1387",2019-07-26,"Apple to Buy Intel Modem Unit to Jumpstart In-House 5G Plans (1)"
"1388",2019-07-26,"Apple to Buy Majority of Intel’s Smartphone Modem Unit"
"1389",2019-07-26,"Son Forms $108 Billion Vision Fund 2 With Apple, Microsoft (1)"
"1390",2019-07-26,"Trump: Apple Won't Get Tariff Waivers for China-Made Mac Pro"
"1391",2019-07-29,"Apple Earnings Have ETF Fans on Alert With $58 Billion at Stake"
"1392",2019-07-31,"Apple Eases Wall Street as Results Are ‘Good Enough for Now’ (1)"
"1393",2019-07-31,"Apple Faces Life After IPhone While Still Banking on the IPhone"
"1394",2019-07-31,"Apple Projects Revenue That Tops Estimates on New IPhone Models"
"1395",2019-07-31,"Apple 4Q Revenue View Midpoint 2.4% Above Est.; Shares Rise 2.9%"
"1396",2019-07-31,"Apple Seen Projecting Sales Drop in IPhone Launch Quarter (2)"
"1397",2019-07-31,"Apple Should Cut iPhone Prices to Build Up Services: Shira Ovide
Each fresh gadget can be used to upsell users on Apple Music, iCloud data storage, video-game subscriptions
and other products."
"1398",2019-07-31,"Apple's Cook Confirms Card Launch in August"
"1399",2019-07-31,"Spotify Investors Awaiting Results Tune Out Apple Podcast Plans"
"1400",2019-08-01,"VirnetX Whipsaws Amid Renewed Hope in Patent Fight Against Apple"
"1401",2019-08-02,"Apple Drops Barclays Card Rewards Ahead of Goldman Launch (1)"
"1402",2019-08-02,"Apple Suspends Listening to Siri Queries Amid Privacy Outcry (1)"
"1403",2019-08-02,"Deja Vu Tariff Threat on China Would Hit Consumer Goods, Tech"
"1404",2019-08-03,"BARRON’S ROUNDUP: Retail Winners; Apple Services May Disappoint"
"1405",2019-08-05,"Apple Has Biggest Drop in Two Months as Trade Tensions Escalate"
"1406",2019-08-06,"Apple Debt Declines as U.S.-China Trade Tension Heightens"
"1407",2019-08-08,"Apple Sued Over Siri's Unauthorized Recording of Users (1)"
"1408",2019-08-08,"Samsung’s New IPhone Challenger Sticks With Big Screen, Stylus"
"1409",2019-08-09,"How Huawei Stacks Up Against Apple in Tech Self-Sufficiency"
"1410",2019-08-13,"HP Partner Shifts U.S.-Bound Laptop Output From China (Correct)"
"1411",2019-08-14,"Apple IPhones Get Tariff Reprieve, But Other Tech Gear Still Hit"
"1412",2019-08-14,"Traders See Price Errors at Close in Apple, Google, Others (1)"
"1413",2019-08-14,"U.S. Regulator Bans Recalled Apple Laptops From Flights"
"1414",2019-08-15,"Buffett’s Berkshire Makes Bigger Amazon Bet, Boosting Stake 11%"
"1415",2019-08-15,"Spotify to Test More-Expensive Version of Popular Music Service"
"1416",2019-08-15,"The World’s Gadget Makers Are Splitting Along U.S.-Chinese Lines"
"1417",2019-08-16,"Apple, EU Set for September Showdown Over Record Tax Bill (1)"
"1418",2019-08-17,"Trump’s Dinner Guest on Friday Will Be Apple’s CEO Tim Cook"
"1419",2019-08-19,"Amazon's Alexa Battles Apple and Google for Control of Dashboard
The Seattle giant is trying to persuade automakers to bake Alexa into their entertainment systems. So far BMW and
Audi have signed on. "
"1420",2019-08-19,"Trump Says Apple’s Cook Worried About Samsung's Import Levy Edge"
"1421",2019-08-20,"Apple Is Targeting Launch of Apple TV+ Service by November (1)"
"1422",2019-08-20,"Apple’s Goldman Card Launches in U.S. With Uber Cash-Back Offer"
"1423",2019-08-22,"Apple Readies IPhone, IPad Camera Upgrades, Revamped MacBook Pro
The iPhone maker is weeks away from revamping its most important products. "
"1424",2019-08-23,"Apple Working with Soy Sauce Maker on Green Energy in Taiwan"
"1425",2019-08-23,"Google Counters Apple, Firefox With a Plan for Online Privacy"
"1426",2019-08-23,"Samsung, Huawei, Apple, Suppliers Brace for Trade War Reckoning"
"1427",2019-08-26,"Apple Sees ‘Healthy’ IPhone Demand Ahead of Launch, KeyBanc Says"
"1428",2019-08-26,"Apple’s $44 Billion Drop Shows Rising Cost of China Reliance (1)"
"1429",2019-08-26,"Count Your Hedges in No-Trade-War, No-Peace Zone: Taking Stock"
"1430",2019-08-26,"Globalfoundries Sues TSMC; Seeks Import Ban on IPhone Parts (1)"
"1431",2019-08-26,"India Is Said to Mull Easing Sourcing Rules That May Help Apple"
"1432",2019-08-27,"Apple Puts `Walkie Talkie' IPhone Project on Hold: Information"
"1433",2019-08-27,"Only a Flawed Genius Builds a Bugatti Veyron: Chris Bryant
VW's Ferdinand Piech's autocratic style and love of cash-burning vanity projects should have made him a
managerial disaster. He was anything but."
"1434",2019-08-28,"Apple Laptop Flight Restrictions Spread as Qantas Imposes Limits"
"1435",2019-08-28,"Apple to Benefit From New Indian Rules on Foreign Investment"
"1436",2019-08-28,"India Eases Foreign Investment Rules to Woo Apple, BHP"
"1437",2019-08-29,"Apple Apologizes; Will No Longer Retain Siri Recordings (1)"
"1438",2019-08-29,"Garmin's Edge in the Wearables Fight With Apple? Fighter Jets"
"1439",2019-08-29,"Women Making $4 a Day Could Give Apple an Alternative to China"
"1440",2019-08-30,"Apple Announces Sept. 10 Event to Unveil Latest IPhones (1)"
"1441",2019-08-30,"Google’s Elite Hacking Team Reveals Untimely Bug in IPhone"
"1442",2019-08-31,"Trump Trade War With China Will Hit Apple for Real This Weekend"
"1443",2019-09-03,"Apple’s Titanium Credit Card Gets Lab-Tested for Metal Purity
We asked a scientist with an electron microscope."
"1444",2019-09-04,"Apple Returns to High-Grade Bond Market After Almost Two Years"
"1445",2019-09-05,"*APPLE TO SELL $7 BLN OF DEBT IN FIRST BOND SALE SINCE 2017
Related ticker:
AAPL US (Apple Inc)"
"1446",2019-09-05,"Apple Working on In-Display Fingerprint ID for Future IPhones"
"1447",2019-09-05,"LAUNCH: Apple $7b Debt Offering in 5 Parts"
"1448",2019-09-05,"Why Apple’s Borrowing $7 Billion Even With 30 Times That in Cash"
"1449",2019-09-09,"Apple, Foxconn Broke a Chinese Labor Law for IPhone Production"
"1450",2019-09-10,"Apple’s New IPhones Launch Today. Here’s What to Expect"
"1451",2019-09-11,"Apple Bets on Cameras, New Pro Focus to Sell Latest IPhones"
"1452",2019-09-11,"Apple Cuts Prices to Spur Gadget Sales and Lure New Subscribers"
"1453",2019-09-11,"Apple Launches IPhone 11 Pro, Made of Stainless Steel and Glass"
"1454",2019-09-11,"Apple Prices TV+ Video Service at $4.99 a Month, Hitting Netflix"
"1455",2019-09-11,"Cheaper IPhone, TV+ Pricing Give Apple Analysts Reason to Cheer"
"1456",2019-09-11,"Here’s How a Streaming-TV Bill Looks With Disney, Apple, Netflix"
"1457",2019-09-11,"Without 5G, Apple’s New IPhones Risk Falling Behind in China"
"1458",2019-09-13,"Goldman’s Apple Warning Is Latest Example of Wall Street Caution"
"1459",2019-09-13,"Lawmakers Demand Records from Google, Amazon, Facebook, Apple"
"1460",2019-09-14,"Apple Doesn’t See Apple TV+ to Have Material Impact on Results"
"1461",2019-09-14,"Apple Has ‘Weak’ Pre-Orders for Newest IPhone, Rosenblatt Says"
"1462",2019-09-14,"Apple Says TV+ Service Won’t Harm Results, Rebutting Goldman (1)"
"1463",2019-09-16,"Apple Analysts Say IPhone 11 Demand ‘Off to a Good Start’ (1)"
"1464",2019-09-16,"Apple Takes on EU’s Vestager in Record $14 Billion Tax Fight (2)"
"1465",2019-09-19,"Apple’s Brand in China Takes a Hit From Backlash Against Trump"
"1466",2019-09-20,"Apple Moves Up Release of New IPadOS, IPhone Software Fixes"
"1467",2019-09-20,"Apple’s Fifth Avenue Facelift Addresses Hard-to-Shop Critique"
"1468",2019-09-23,"Apple and Disney Went From Dream Merger to Streaming Rivals"
"1469",2019-09-23,"Apple's Odds in Tax Case of the Century May Sway in Court Test"
"1470",2019-09-24,"Apple’s New Mac Pro to Be Assembled in Texas After Tariff Waiver"
"1471",2019-09-24,"Starbucks Wins, Fiat Loses, Apple Kept Guessing in EU Rulings"
"1472",2019-10-01,"Apple Denied Relief on Chinese Parts After Staying in Texas (1)"
"1473",2019-10-02,"Apple to Loosen Reins on Outside Messaging, Phone Apps
Company comments on Bloomberg News report about the rise of iPhone default apps."
"1474",2019-10-02,"Apple’s Default Apps Give It Growing Edge Over App Store Rivals
Users can’t replace Apple’s default apps with third-party options. A House antitrust panel wants to know why. "
"1475",2019-10-04,"An Early Tech Backer’s Journey From Steve Jobs to Pete Buttigieg
Ben Rosen, 86, helped pioneer venture capital. He’s still investing in transformation."
"1476",2019-10-04,"Apple Is Raising IPhone 11 Output by Up to 10%, Nikkei Says (1)"
"1477",2019-10-04,"Apple Now Has the Best Smartphone Cameras: iPhone 11 Pro Review"
"1478",2019-10-04,"Apple Reviews Rejected Hong Kong App Again After Controversy"
"1479",2019-10-04,"*APPLE TO BOOST OUTPUT OF IPHONE 11 RANGE BY UP TO 10%: NIKKEI
Related ticker:
AAPL US (Apple Inc)"
"1480",2019-10-04,"Apple to Increase IPhone 11 Output by Up to 10%, Nikkei Reports"
"1481",2019-10-08,"Apple's Unified Mac, IPad App Strategy Leaves Users Paying Twice
Company now lets iPad apps run on Mac computers, but developers say it’s more work than expected."
"1482",2019-10-09,"Chinese Paper Blasts Apple Over Hong Kong App, Protesters’ Song"
"1483",2019-10-10,"Apple Reverses Course in Banning Controversial Hong Kong App (1)"
"1484",2019-10-11,"Apple CEO Defends Pulling Hong Kong App, Echoing Police View (1)"
"1485",2019-10-11,"*APPLE SHARES SET INTRADAY RECORD HIGH ABOVE $233.47
Related ticker:
AAPL US (Apple Inc)"
"1486",2019-10-12,"*APPLE OVERTAKES MICROSOFT AS MOST VALUABLE U.S. COMPANY
Related tickers:
AAPL US (Apple Inc)
MSFT US (Microsoft Corp)"
"1487",2019-10-12,"Apple’s Record High Edges Out Microsoft Amid Trade Deal Hope (1)"
"1488",2019-10-15,"Apple Criticized for Sending Some Browsing Data to Tencent (1)"
"1489",2019-10-15,"Apple Redesigns World’s Best-Selling Headphones With New Beats"
"1490",2019-10-15,"Apple’s 5G IPhone Delay Stings as Next-Gen Devices Hit Shelves"
"1491",2019-10-15,"Google’s IPhone Retort: More Cameras and AI in New Pixel Phones"
"1492",2019-10-16,"Italy to Hit Facebook, Google, Apple With Digital Tax From 2020"
"1493",2019-10-16,"Roku Jumps as Apple Deal Shows ‘Dominant Role’ in Streaming (1)"
"1494",2019-10-17,"How to Survive a Business-Threatening iPhone Disaster: Alex Webb
Apple stunned Dialog Semiconductor with plans to make its own power-management chips. That hasn’t been the
end of the world."
"1495",2019-10-17,"Netflix Restores Faith Ahead of Challenges From Disney, Apple"
"1496",2019-10-17,"TSMC’s Revenue Outlook Beats Thanks to Solid IPhone Demand (1)"
"1497",2019-10-19,"Europe’s Banks Are Now Worth Less Combined Than Apple by Itself"
"1498",2019-10-19,"Lawmakers Slam Apple for ‘Censorship’ of Apps at China’s Behest"
"1499",2019-10-21,"Apple’s Smart Glasses Could Make 2020 the Year of AR
Augmented reality is primed for growth with new consumer gadgets."
"1500",2019-10-21,"IPhone Display Supplier Sees OLED Smartphone Deluge From 2021"
"1501",2019-10-23,"Apple Buys Its Way Into Hollywood With a Massive TV+ Budget
Annual iPhone sales should provide 200 million free trial subscriptions, which could net billions a year in new
revenue. The question is whether Apple TV+ can keep users coming back."
"1502",2019-10-23,"Apple Gets Street-High Target at Morgan Stanley on TV+ Boost (1)"
"1503",2019-10-23,"U.S. Antitrust Chief Says Tech Breakup ‘Perfectly on the Table’"
"1504",2019-10-26,"Apple Supplier Says Factory Is Idled After Typhoon Causes Outage"
"1505",2019-10-26,"Apple, United in Early Discussions to Upgrade SFO Terminal"
"1506",2019-10-28,"Apple Revamping Smart-Home Efforts to Challenge Amazon, Google
The iPhone maker’s effort in smart-home devices trails rivals. A new team wants to change that. "
"1507",2019-10-28,"S&P Hits Intraday High on Hopes of Trade Deal With China (Video)"
"1508",2019-10-29,"Apple Launches Higher-End AirPod Pro with Noise-Cancellation"
"1509",2019-10-30,"Apple Holiday Forecast Set to Show IPhone Revenue Drop Again (2)"
"1510",2019-10-31,"Analyst Tears Up New Apple AirPods to Prove Their Power Source"
"1511",2019-10-31,"Apple Creates New Ways to Juice IPhone Sales in Saturated Market"
"1512",2019-10-31,"Apple Had ‘No Blemishes’ as IPhone Demand Cheers Wall Street (1)"
"1513",2019-10-31,"Apple Projects Holiday Sales That Top Analysts’ Estimates (3)"
"1514",2019-10-31,"Apple 1Q Revenue View Midpoint 1.1% Above Est.; Shares Rise 2.5%"
"1515",2019-10-31,"Apple’s First Services Bundle: Free TV+ With Music for Students"
"1516",2019-11-01,"Apple Leaves Microsoft in the Dust When It Comes to Buybacks"
"1517",2019-11-01,"Apple Names Five VPs, Including Return of Early IPhone Executive"
"1518",2019-11-01,"Apple TV+ Offers New Shows to Match Rivals, But No Old Favorites
The iPhone maker’s video service launches with slate similar to Disney+ and others. But it lacks the old
shows consumers want. "
"1519",2019-11-02,"Apple Requests Tariff Waivers on IPhone Parts, Watch and AirPods"
"1520",2019-11-02,"Goldman Hands Out $10 Billion in Credit Lines for Apple Card"
"1521",2019-11-04,"Apple Pledges $2.5 Billion for Affordable California Housing"
"1522",2019-11-07,"Apple Offers Jumbo 2 Billion-Euro Green Bond in Europe Debut (1)"
"1523",2019-11-07,"Apple Services Censored in China Where Devices Flourish
The company’s growing roster of digital services increases tension with China’s authoritarian government.  "
"1524",2019-11-08,"ESG DAILY: Apple Says Green Bond Sale Will Cut Carbon Footprint"
"1525",2019-11-09,"Instagram Will Remove ‘Likes’ From Posts for Some U.S. Users"
"1526",2019-11-09,"This Junk-Car Dealer Is Pricier Than Apple: Brooke Sutherland
Here’s a look at two industrial standouts, plus more insights."
"1527",2019-11-10,"*VIRAL TWEET ABOUT APPLE CARD LEADS TO PROBE INTO GOLDMAN SACHS
Related tickers:
AAPL US (Apple Inc)
GS US (Goldman Sachs Group Inc/The)"
"1528",2019-11-11,"Is Goldman Sachs's Apple Card Sexist?: Webb & Martinuzzi
Apple’s algorithm seems to be granting women a fraction of their spouses’ borrowing limits. It’s a troubling
example of machine learning’s deficiencies."
"1529",2019-11-11,"Netflix Bear Sees ‘Multiple Winners’ Ahead of Disney+ Launch"
"1530",2019-11-12,"Apple Card Gender-Bias Issue Shows AI Hasn’t Fixed ‘70s Problem"
"1531",2019-11-12,"Apple’s AR Push Will Start With IPad and Culminate With Glasses"
"1532",2019-11-13,"Apple Assembler Profit Beats, Signaling Strong iPhone 11 Demand"
"1533",2019-11-13,"Apple to Debut MacBook Pro With New Keyboard After Criticism (1)"
"1534",2019-11-13,"Apple Unveils New 16-Inch Macbook Pro Starting $2,399"
"1535",2019-11-14,"Apple Gets Rare Sell Rating as Maxim Warns on IPhone Trends (1)"
"1536",2019-11-14,"Apple Mulls Bundling Digital Subscriptions as Soon as 2020"
"1537",2019-11-14,"Elizabeth Warren Slams Goldman Over Apple Card Bias Furor (2)"
"1538",2019-11-16,"Apple Bans Vaping Apps From App Store on Growing Health Concerns"
"1539",2019-11-18,"Apple, Disney Vie to Keep Streaming Subscribers: Fully Charged"
"1540",2019-11-18,"Apple iPhone 11 Scores Early China Success, Official Data Shows"
"1541",2019-11-20,"Google, Facebook, Amazon, Apple Push Back on House Tech Concerns"
"1542",2019-11-21,"Apple Overhauls Software Testing After Buggy IPhone 11 Launch
Software chief Federighi is overhauling development and testing of iOS 14 to make it easier to spot problems
early."
"1543",2019-11-21,"Goldman’s CEO Defends Apple Card, Says ‘There’s No Gender Bias’"
"1544",2019-11-21,"Trump Says `Looking' at Apple Being Exempt From Tariffs"
"1545",2019-11-21,"Trump Says ‘Looking’ at Exemption for Apple on China Tariffs"
"1546",2019-11-22,"Apple Plays Mr. In-Between With U.S. and China: Shira Ovide
It accentuates the positive and stays silent on the negative."
"1547",2019-11-22,"VirnetX Damage Award Against Apple Vacated on Appeal"
"1548",2019-11-23,"Apple Delays Theatrical Release of Its Movie ‘The Banker’"
"1549",2019-11-23,"*NETFLIX INTERNAL DATA SUGGESTS USERS AREN’T FLEEING TO DISNEY+
Related tickers:
AAPL US (Apple Inc)
DIS US (Walt Disney Co/The)
NFLX US (Netflix Inc)"
"1550",2019-11-26,"Apple Inc.’s near 40% rise from its August low has brought the tech behemoth’s market capitalization back above
4% of that of the S&P 500 Index, a level which has often triggered a period of underperformance, according to
Leuthold Group LLC. In previous “breaches” since 2012, Apple has fallen about 2% on average over the following
year and lagged the benchmark stock gauge by almost 9%, wrote analyst Phil Segner in a note. “With history as a
guide, its most recent climb into the 4% Club looks like another selling opportunity,” he said."
"1551",2019-11-29,"Asia’s Best Stock This Year Is Key to Apple’s Future Growth"
"1552",2019-11-30,"Apple Must Fight Credit Card Tech Patent Lawsuit in Texas (1)"
"1553",2019-12-02,"Google, Apple Eye December Proposed Drone ‘License Plate’ Rule"
"1554",2019-12-03,"France Vows Retaliation Over $2.4 Billion U.S. Tariff Threat (1)"
"1555",2019-12-03,"France Vows to Retaliate Over $2.4 Billion U.S. Tariff Threat"
"1556",2019-12-03,"U.S. Mulls Duties on $2.4 Billion French Goods Over Tech Tax (2)"
"1557",2019-12-04,"Alphabet’s New Boss Leaves Silicon Valley Giants Low on Founders"
"1558",2019-12-04,"Apple Has Biggest Drop Since August as Trade War Flares Up"
"1559",2019-12-04,"Asia Lags in Clean Energy Procurement But Change Is Afoot: BNEF"
"1560",2019-12-05,"Apple Target Raised as Citi Sees Demand Fueling Strong Holiday"
"1561",2019-12-06,"Apple Buys First Carbon-Free Aluminum from Rio-Alcoa Venture"
"1562",2019-12-06,"Samsung to Take on IPhone’s Popularity With Big Camera Overhaul"
"1563",2019-12-09,"Apple Suppliers Qorvo and Skyworks Twice Raised on 5G Growth (1)"
"1564",2019-12-09,"U.S. Says Accused Apple Secrets Thief Had Patriot Missile File"
"1565",2019-12-10,"After Aramco's Record IPO, Barely Any of Its Stock Will Trade"
"1566",2019-12-10,"Apple May Reduce Production of High-End IPhones, Rosenblatt Says"
"1567",2019-12-10,"Apple to Speak at CES Conference for First Time in Decades"
"1568",2019-12-10,"Apple Validated by Golden Globes After TV+’s Lukewarm Reception"
"1569",2019-12-10,"Ex-Apple Executive Accused of Betrayal Says He Was Snooped On"
"1570",2019-12-10,"Judge Favors Strict Monitoring of Accused Apple Secrets Thieves"
"1571",2019-12-10,"Retailers Don’t Like Paying the Fees for Your Apple Card
Premium plastic has become a flashpoint in negotiations between the country’s largest stores and the Visa and
Mastercard networks."
"1572",2019-12-11,"Apple, Facebook Clash With Senators; Netflix Cut: N.A. TMT Wrap"
"1573",2019-12-11,"Apple, Facebook Clash With Senators Over Encryption, Backdoors"
"1574",2019-12-12,"Apple Analyst Sees ‘Sustained Softness’ in China IPhone Sales"
"1575",2019-12-12,"Apple Keeps Payments Tech for Itself and Europe Has Had Enough"
"1576",2019-12-12,"Apple to Dodge $150-Per-IPhone Levy If Trump Delays Tariffs"
"1577",2019-12-12,"Japan Display Is Said in Bailout Talks With Ichigo, Apple (1)"
"1578",2019-12-13,"Apple Avoids $150-Per-IPhone Levy After U.S., China Reach Deal"
"1579",2019-12-13,"Apple Buys U.K. Startup to Improve IPhone Picture Taking"
"1580",2019-12-14,"Synaptics Spikes as Analyst Speculates on Possible Apple Win (2)"
"1581",2019-12-17,"Apple Analyst Says China IPhone Sales Fell in November"
"1582",2019-12-18,"Apple, Google, Amazon Want One Language for Smart Home Devices"
"1583",2019-12-18,"NYC Awaits Apple as Facebook, Google Pounce in Tech-Office Boom"
"1584",2019-12-19,"Apple, Amazon, Google Join Forces; Instagram Ban: N.A. TMT Wrap"
"1585",2019-12-19,"As Apple Promotes Clean Power, Find Suppliers That May Follow It"
"1586",2019-12-19,"ASAP Rocky’s Licensor Calls Apple, YouTube Streaming Scofflaws"
"1587",2019-12-20,"*APPLE SAID TO BE EXPLORING SATELLITES TO BEAM DATA TO DEVICES
Related ticker:
AAPL US (Apple Inc)"
"1588",2019-12-20,"Apple Team Exploring Satellites to Beam Data Direct to Devices
The iPhone maker is ramping up hiring, hoping for the initiative to produce results within five years. "
"1589",2019-12-21,"Judge Says Accused Apple Secrets Thief Can’t Shed Ankle Bracelet"
"1590",2019-12-21,"‘Turkish Crime Family’ Hacker Pleads Guilty to Apple Blackmail"
"1591",2019-12-23,"Apple Gets New Street-High Target as 5G IPhone Boost Seen"
"1592",2019-12-27,"Apple Extends Rally, Solidifying 2019 as Best Year in a Decade"
"1593",2019-12-27,"Apple Supplier Bullish on 2020 as China 5G Phone Demand Kicks In"
"1594",2019-12-27,"Apple Will Lead FAANG Performers Again Next Year, Loup Says (1)"
"1595",2019-12-28,"Apple Sued by New York Doctor Over Watch’s Heart Technology"
"1596",2019-12-30,"Apple Will Be ‘Clear Winner’ of 5G Cycle in 2020, Wedbush Says"
